Award ID,Recipient,Amount,Extent Competed,Offers Received,Set Aside Type
70FBR621P00000032,"SONNIER PARKSIDE VILLAGE, L.L.C.",266400,D,1,NONE
70FA2020F00000097,"E-PAGA, INC.",264275.46,A,1,SBA
70FBR021P00000010,"GUARANTY RV, INC.",262865,F,1,SBA
70FBR218F00000074,"STARR II, A JOINT VENTURE",257692.29,A,1,
70FA3018F00000607,GOVERNMENT ACQUISITIONS INC,254020.93,D,1,SBA
70FBR220C00000028,"LA CASA DEL CAMIONERO, INC.",251780.13,D,1,SBA
70FBR619F00000095,"ADAPTIVE INDUSTRIAL SERVICES, LLC",249800.75,F,1,HZC
70FBR619F00000070,"ADAPTIVE INDUSTRIAL SERVICES, LLC",248118.76,F,1,HZC
70FBR620F00000012,"ADAPTIVE INDUSTRIAL SERVICES, LLC",247895.25,F,1,NONE
70FBR619F00000044,"ADAPTIVE INDUSTRIAL SERVICES, LLC",246207.08,F,1,HZC
70FA4019F00000067,"TETRA TECH, INC.",244000,A,1,
70FBR918F00000049,EMPIRE HOSPITALITY LLC,243156.26,F,1,NONE
70FA3019F00000346,"SIMULATIONDECK, LLC",236800,A,1,
70FA3018F00000574,CARAHSOFT TECHNOLOGY CORP,234794.1,A,1,
70FA4019F00000151,"DUN & BRADSTREET, INC",230415,A,1,
HSFE7016J0333,AEG GROUP INC,228570,A,1,
HSFE7017J0196,"RCG OF NORTH CAROLINA, LLC",228273.52,D,1,
70FBR918F00000052,EMPIRE HOSPITALITY LLC,224977.97,F,1,NONE
70FA4018F00000133,"ARDENT MANAGEMENT CONSULTING, LLC",223903.96,A,1,SBA
70FB7019P00000018,"WASTE MANAGEMENT, INC.",220734.88,F,1,NONE
70FA3020F00000515,"FS PARTNERS, LLP",219614.95,D,1,
70FA3019F00000740,ECONOMIC SYSTEMS INC,218700,A,1,
70FB8020F00000046,VETERAN TECHNOLOGY PARTNERS II LLC,217282.15,D,1,SBA
70FA3019F00000622,RICOH USA INC,215634.04,A,1,
70FBR621P00000004,"DSJS MANAGEMENT, LLC",215506.62,D,1,NONE
70FBR918F00000053,EMPIRE HOSPITALITY LLC,214326.04,F,1,NONE
HSFEHQ12BJ0001,EMERGENCY RESPONSE PROGRAM MANAGEMENT CONSULTANTS,213433.85,A,1,
70FBR920F00000004,"STARR II, A JOINT VENTURE",211856.67,A,1,
70FBR621P00000089,"WOODLAKE PARK ESTATES, L.L.C.",210600,D,1,NONE
70FA3018F00000698,TRILLION TECHNOLOGY SOLUTIONS INC,209483.84,D,1,
70FBR918F00000040,EMPIRE HOSPITALITY LLC,208703.02,F,1,NONE
70FA3020F00000603,"AVAYA FEDERAL SOLUTIONS, INC.",208609.92,A,1,
70FA2020F00000069,"E-PAGA, INC.",206770.02,A,1,SBA
HSFE7017J0152,DEWBERRY ENGINEERS INC.,204947.65,A,1,
70FBR220F00000097,HUGHES NETWORK SYSTEMS LLC,204360.74,A,1,
70FB7020P00000022,"BECTON, DICKINSON AND COMPANY",204120,F,1,NONE
70FA3020F00000187,CARAHSOFT TECHNOLOGY CORP,203140.29,A,1,
70FBR918F00000054,EMPIRE HOSPITALITY LLC,200774.21,F,1,NONE
70FB7020F00000068,UNITED PARCEL SERVICE CO.,200530.06,D,1,
HSFE8014J0002,AECOM RECOVERY,30639.5,A,1,
HSFE8016F0225,"ARDENT MANAGEMENT CONSULTING, LLC",196368.3,A,1,
70FBR621F00000022,"UNITED SITE SERVICES, INC.",195971.41,F,1,NONE
HSFE8017J0223,"NISTAC E, LLC",195633.94,A,1,
HSFE4016F0025,RICOH USA INC,194200.58,A,1,
70FBR918F00000050,EMPIRE HOSPITALITY LLC,192793.9,F,1,NONE
70FBR020F00000046,TEKNION LLC,191093.53,A,1,
HSFE4016F0253,XEROX CORPORATION,190971.04,A,1,
70FA4018F00000053,RICOH USA INC,190245.93,A,1,
70FA3020F00000602,VECTOR RESOURCES INC,189999.87,A,1,
70FA3020F00000585,GOVERNMENT ACQUISITIONS INC,189977.99,D,1,
70FA2020F00000065,"FRANKLIN YOUNG INTERNATIONAL, INCORPORATED",188875.98,A,1,
HSFE8016C0200,R.S. MEANS COMPANY LLC,188820.58,A,1,NONE
HSFE5017J0091,"M. C. DEAN, INC.",180482,A,1,
70FB7020F00000110,TECHNIMARK LLC,178001.18,D,1,
HSFE2015F0058,XEROX CORPORATION,175214.25,A,1,
70FA3018F00000625,GOVERNMENT ACQUISITIONS INC,170111.46,D,1,SBA
70FBR618F00000054,EMPIRE HOSPITALITY LLC,169883.37,F,1,NONE
70FA5020P00000060,"BECTON, DICKINSON AND COMPANY",169259.2,A,1,NONE
HSFEHQ08J0044,"URS GROUP, INC.",167960.01,A,1,NONE
70FA2020F00000028,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",167090.76,A,1,
70FBR618F00000077,EMPIRE HOSPITALITY LLC,165420.58,F,1,NONE
70FA3020F00000186,"AVAYA FEDERAL SOLUTIONS, INC.",161653.56,A,1,
70FBR618F00000092,EMPIRE HOSPITALITY LLC,161215.47,F,1,NONE
70FA3020F00000550,"THE ARCANUM GROUP, INC.",159091.81,A,1,
70FBLA18F00000013,"COMPASS PTS JV, THE",158189.35,A,1,
70FBR618F00000075,EMPIRE HOSPITALITY LLC,157325.85,F,1,NONE
70FA3020F00000542,"FS PARTNERS, LLP",156828.29,D,1,
70FBR621P00000033,SOUTHLAND HOSPITALITY PROPERTIES LLC,154180,D,1,NONE
70FB7018F00000165,"CYRACOM INTERNATIONAL, INC",153945.2,A,1,
70FA2018F00000013,XEROX CORPORATION,153631.87,A,1,
70FA4020F00000076,UNITED PARCEL SERVICE CO.,153418.06,D,1,
70FA3018F00000759,"ESCGOV, INC.",152538.88,A,1,
70FBR820C00000003,SIOUX MERCHANT PATROL INC,149523.79,F,1,SBA
70FBR320P00000013,"DIY MEDIA GROUP, INC",147329.28,F,1,NONE
HSFE7017P0013,"ARROWHEAD REALTY, LLC",147000,F,1,NONE
70FB8019F00000023,"NISTAC E, LLC",146149.5,A,1,
70FBR621P00000090,PARADISE 55 LLC,144000,D,1,NONE
70FBR019F00000008,"JTG, INC.",143373.03,A,1,
HSFE4017F0057,"LRP PUBLICATIONS, INC.",140424,A,1,
70FA2018F00000112,NC4 PUBLIC SECTOR LLC,140050.64,A,1,
70FBR019P00000044,SALUS RESOURCES INC,140000,F,1,NONE
HSFE4015F0118,RICOH USA INC,139285.11,A,1,
70FA3018F00000182,"EC AMERICA, INC",137187.3,A,1,
70FBR721F00000002,AXXUM TECHNOLOGIES LLC,137081.87,D,1,
70FBR219F00000020,HUGHES NETWORK SYSTEMS LLC,135696,A,1,
70FA4018F00000106,RICOH USA INC,135483.84,A,1,
70FA4019F00000009,RICOH USA INC,134821.2,A,1,
70FBR220F00000021,HUGHES NETWORK SYSTEMS LLC,132588.15,A,1,
70FA3020F00000424,"L3 TECHNOLOGIES, INC.",132530,A,1,
70FA3020F00000460,MERIDIAN KNOWLEDGE SOLUTIONS LLC,132305.66,A,1,
70FA4020F00000089,FEDSTORE CORPORATION,130905,D,1,SDVOSBC
70FA2018F00000009,"GLOBAL ENTERPRISE, INC",129780,A,1,
70FA3018F00000076,"FCN, INC.",129777.12,D,1,SBA
70FBR919P00000148,"USA WASTE OF CALIFORNIA, INC.",128329.38,F,1,NONE
70FA3019F00000258,ATT MOBILITY LLC,126863.27,A,1,
70FA3019F00000525,CGI FEDERAL INC.,124474.07,A,1,
HSFE7017P0038,"COSTAS GROUP, INC., THE",123399.52,F,1,SBA
70FA2020F00000050,"FRANKLIN YOUNG INTERNATIONAL, INCORPORATED",122253.88,A,1,
70FA4019F00000150,RICOH USA INC,119687.17,A,1,
70FBR420P00000044,"ATPA UOP INVESTMENTS (NR), LLC",119662,F,1,NONE
70FBR621P00000024,"CRAFT COMMUNITY, LLC",118800,D,1,NONE
70FBR618F00000042,"ARROWHEAD REALTY, LLC",118427.09,F,1,NONE
70FA3020F00000197,ATT MOBILITY LLC,117429.99,A,1,
70FA2020P00000039,CMS RESEARCH CORP,115788,F,1,NONE
70FBR219F00000072,HUGHES NETWORK SYSTEMS LLC,115062.77,A,1,
70FB7020P00000071,EASTERN LIFT TRUCK CO INC,113468.1,A,1,NONE
70FBR419P00000174,"MILL VILLAGE MHP, LLC",111812.96,F,1,NONE
HSFEHQ08J0032,"URS GROUP, INC.",110743,A,1,NONE
70FBR618F00000066,EMPIRE HOSPITALITY LLC,109422.72,F,1,NONE
70FA3020F00000505,"FS PARTNERS, LLP",107923.3,D,1,SBA
HSFE7017F0064,"DEAF ACCESS SOLUTIONS, INC",107744,A,1,
70FBR419F00000053,"GRAYBAR ELECTRIC COMPANY, INC.",107719.99,F,1,NONE
70FA5020P00000088,VIAVI SOLUTIONSLLC,107626,A,1,NONE
HSFE0417J0038,"HAMVIS PROPERTIES, INC.",106389.78,F,1,NONE
70FBR420P00000164,BOYD ATLANTA RHODES LLC,105789.65,F,1,NONE
70FB7020P00000044,AVKARE LLC,105020,A,1,NONE
70FBR921P00000020,ISLAND BUSINESS SYSTEM AND SUPPLIES CNMI CORPORATION,104028,F,1,NONE
70FB7020F00000147,"COIL WINDING SPECIALIST, INC.",103833.55,A,1,SBA
70FA3020F00000499,"IMPRES TECHNOLOGY SOLUTIONS, INC",102993.88,D,1,SBA
70FB7019P00000016,VERITIV OPERATING COMPANY,101991.02,F,1,NONE
70FBR618F00000053,EMPIRE HOSPITALITY LLC,101978.76,F,1,NONE
70FBR220F00000040,"AMENTUM TECHNOLOGY, INC.",101212.97,A,1,
70FBR219F00000045,"EAN HOLDINGS, LLC",100641.91,A,1,
HSFEHQ09J0009,"URS GROUP, INC.",100123.15,A,1,NONE
HSFE2013F0224,XEROX CORPORATION,99863.4,A,1,
70FBR420P00000171,BLUE TECH INC.,99598.02,F,1,NONE
70FA3021F00000034,"C & C INTERNATIONAL COMPUTERS & CONSULTANTS, INC.",99497.45,D,1,
70FA3020F00000576,"GOVPLACE, LLC",98998.97,D,1,SBA
HSFEHQ08J0018,"URS GROUP, INC.",98211.64,A,1,NONE
70FA2020F00000052,"E-PAGA, INC.",98191.78,A,1,
HSFEHQ08J0030,"URS GROUP, INC.",98159,A,1,NONE
70FA4018F00000104,RICOH USA INC,97554,A,1,
70FA2019F00000098,"E-PAGA, INC.",96098.78,A,1,
70FA5020F00000081,HUGHES NETWORK SYSTEMS LLC,96000,A,1,
70FBR520F00000058,RICOH USA INC,93405,A,1,
HSFE8015J0003,AECOM RECOVERY,79094.31,A,4,
70FBR618F00000119,EMPIRE HOSPITALITY LLC,92511.9,F,1,NONE
70FBR618F00000071,EMPIRE HOSPITALITY LLC,92143.69,F,1,NONE
70FBR920F00000020,CELLCO PARTNERSHIP,90051,A,1,
70FBR419F00000249,ATT MOBILITY LLC,90000,A,1,
70FBR219C00000002,MLC HOLDINGS LLC,89963.11,F,1,NONE
70FA3020F00000164,ATT MOBILITY LLC,89442.93,A,1,
70FBR920F00000019,ATT MOBILITY LLC,88311,A,1,
70FBR220F00000029,"TCS INTERPRETING, INC.",88110,A,1,
70FA4020P00000041,RICOH USA INC,86780.04,F,1,NONE
70FA2020F00000035,PAVION CORP.,86436.57,A,1,SBA
70FB7020F00000038,"MANAGEMENT CONCEPTS, INC",85282,A,1,
70FA3018F00000524,GOVERNMENT ACQUISITIONS INC,85260,D,1,SBA
70FA2020P00000049,SAFEWARE INC,85000,F,1,NONE
70FB8020F00000063,"GAITHERSBURG FARMERS SUPPLY, INC.",84262.67,A,1,SBA
70FBR919P00000059,REPUBLIC SERVICES INC,83007.2,F,1,NONE
70FA3019F00000699,GOVERNMENT ACQUISITIONS INC,82992,D,1,
70FBR419F00000234,WECOST INC,82856.24,F,1,NONE
70FA3018F00000762,"NEW TECH SOLUTIONS, INC.",81733.88,D,1,8A
HSFE7017F0084,THE CADMUS GROUP LLC,81545.3,A,1,
70FA3020F00000588,"C2 TECHNOLOGIES, INC.",81410.77,A,1,
70FBR219F00000015,"STARR II, A JOINT VENTURE",79865.65,A,1,
70FBR220F00000034,HUGHES NETWORK SYSTEMS LLC,79552.89,A,1,
70FBLA20P00000002,BURNS COOLEY DENNIS INC,79354.77,F,1,NONE
70FB8020P00000005,"RCG OF NORTH CAROLINA, LLC",79323.12,A,1,NONE
70FA5019F00000147,"FS PARTNERS, LLP",78959.37,D,1,
70FBR420F00000105,STEELCASE INC.,78858.56,A,1,
70FBR419F00000016,"TCS INTERPRETING, INC.",78452.88,A,1,
70FB8020P00000003,TAYRONA INVESTMENTS LLC,78264.86,A,1,NONE
70FBR618F00000012,UNITED PARCEL SERVICE CO.,78234.67,D,1,
70FBR219P00000018,SPENCELEY OFFICE EQUIPMENT INC,78060,F,1,SBA
70FB7020F00000097,"SARSTEDT, INC",77670,D,1,
70FA5019F00000001,HUGHES NETWORK SYSTEMS LLC,77372.76,A,1,
70FB8020P00000001,AMERICAN BAR ASSOCIATION,74926.28,A,1,NONE
HSFE8016J0222,AECOM RECOVERY,74787.5,A,1,
70FBR420F00000090,REDCON SOLUTIONS GROUP LLC,74698.5,F,1,NONE
70FBR019F00000049,TEKNION LLC,74566.26,A,1,
70FA3018F00000516,"SNAP, INC",74450.1,D,1,SBA
70FB8020F00000065,"PROCOM COMMUNICATIONS, LLC",74369.34,A,1,
70FA5020F00000062,CELLCO PARTNERSHIP,73644.8,A,1,
70FA2020P00000050,"GENPRIME, INC.",73535,F,1,NONE
70FA3020F00000593,"C & C INTERNATIONAL COMPUTERS & CONSULTANTS, INC.",73400,D,1,
70FA3020F00000258,AKIRA TECHNOLOGIES INC.,73398.01,D,1,SBA
70FBR318F00000006,CONSENSUS BUILDING INSTITUTE INC,73387.8,A,1,
70FBR419F00000100,"1 -800-AGENTMATCH.COM, LLC",73366.1,F,1,NONE
70FA5020F00000097,"WALKER MILLER EQUIPMENT COMPANY, INC.",73294.8,A,1,
70FBR720P00000010,"SUPPLY KING USA, LLC",73200,F,1,NONE
70FA5020F00000086,"SIGNAL MOUNTAIN NETWORKS, LLC",72890,A,1,
70FA5019F00000021,"STERTIL-KONI U.S.A., INC.",72626,A,1,
70FBLA18F00000014,"COMPASS PTS JV, THE",71455.41,A,1,
70FA3020F00000339,"FS PARTNERS, LLP",71009.4,D,1,SBA
70FBR921P00000018,"SIERRA TRAILS, LLC",70817.62,F,1,NONE
70FBR419F00000227,"1 -800-AGENTMATCH.COM, LLC",70130.86,F,1,NONE
70FA2020F00000032,CAVCOM INC,69993.9,A,1,
70FBR220F00000135,HUGHES NETWORK SYSTEMS LLC,69489.36,A,1,
70FA6019F00000013,DEWBERRY ENGINEERS INC.,69474.17,A,1,
70FBR419F00000259,CELLCO PARTNERSHIP,69000,A,1,
70FA3020F00000513,KNIGHT SKY LLC,68720.93,A,1,
HSFE3016F0219,"MORGAN, BIRGE' AND ASSOCIATES, INC",68199.27,A,1,
70FBR219F00000037,HUGHES NETWORK SYSTEMS LLC,67848,A,1,
70FBR419F00000239,"1 -800-AGENTMATCH.COM, LLC",67438,F,1,NONE
70FA3020F00000293,ATT MOBILITY LLC,66939.47,A,1,
70FA2020F00000058,"STRYKER SALES, LLC",66681.4,A,1,
70FA5020P00000086,MATT BROWNS TRUCK REPAIR LLC,66348.68,D,1,SBA
70FBR220P00000053,"INNOVATIVE VIDEO TECHNOLOGY, INC.",66100.25,F,1,NONE
HSFE0617P0278,"SCOTT EQUIPMENT COMPANY, L.L.C.",65968.05,F,1,NONE
70FBR919F00000022,UNITED PARCEL SERVICE CO.,65706.31,D,1,
70FBR420P00000172,BLUE TECH INC.,65387.5,F,1,NONE
70FA4020F00000021,"HR ANEW, INC.",65380.78,A,1,
HSFE4015F0297,RICOH USA INC,65299,A,1,
70FB7020P00000012,MCKESSON MEDICAL-SURGICAL INC.,65023.31,F,1,NONE
70FBR620F00000085,ATT MOBILITY LLC,65000,A,1,
70FB7019P00000005,BURGMEIERS HAULING INC,64620.16,F,1,NONE
70FBR618F00000002,UNITED PARCEL SERVICE CO.,64524.05,D,1,
70FBR219F00000063,"FCN, INC.",64357.76,D,1,
70FA5020P00000075,AIR CLEANING SPECIALISTS ON NEW ENGLAND LLC,62925,F,1,SBA
HSFE7017F0015,"ACCLAIM TECHNICAL SERVICES, LLC",62631.22,A,1,
70FA4018F00000103,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",62223.74,A,1,
70FBR019P00000052,"CRITICAL OPS, LLC",62215,F,1,NONE
70FA3020F00000569,"FS PARTNERS, LLP",61500,D,1,
70FBR418F00000087,CELLCO PARTNERSHIP,61111.66,A,1,
70FA5019F00000140,"ACG SYSTEMS, INC.",61010,A,1,
HSFE7017P0003,"ARROWHEAD REALTY, LLC",60900,F,1,NONE
70FA3019F00000488,"C2 TECHNOLOGIES, INC.",60869.5,A,1,
HSFE2013J0259,"ECS FEDERAL, LLC",59865.1,D,1,
70FA4020P00000016,RICOH USA INC,58806.72,F,1,NONE
70FA3020F00000185,"ANACAPA MICRO PRODUCTS, INC.",58764.43,D,1,HZC
70FB7020P00000025,"SARSTEDT, INC",58253.62,F,1,NONE
70FA3018F00000715,CGI FEDERAL INC.,56075.58,A,1,8AN
70FA5020P00000118,"ADVANCED PROGRAMS, INC.",55985,F,1,NONE
70FA3020F00000385,CELLCO PARTNERSHIP,55902.48,A,1,
70FBR918P00000098,AST TELECOM LLC,55368.97,F,1,NONE
70FBR021P00000011,"ROGUE DISPOSAL & RECYCLING, INC.",55207,F,1,SBA
70FB7020F00000037,"CENTRAL ASSOCIATION FOR THE BLIND, INC.",55102.25,F,1,NONE
70FA4020F00000013,UNITED PARCEL SERVICE CO.,55000,D,1,
70FA3020F00000060,MANHATTAN TELECOMMUNICATIONS CORPORATION LLC,54801,A,1,
70FBR320F00000053,"SUPPLYSOURCE DC, LLC",53997.32,A,1,
70FA4019F00000195,UNITED PARCEL SERVICE CO.,52335,D,1,
70FA5020F00000058,ATT MOBILITY LLC,52148.16,A,1,
70FBR220F00000076,HUGHES NETWORK SYSTEMS LLC,52117.02,A,1,
70FBR618F00000078,EMPIRE HOSPITALITY LLC,51164.18,F,1,NONE
70FB8020F00000070,"L3HARRIS TECHNOLOGIES, INC.",50595.66,A,1,
70FBR618F00000080,EMPIRE HOSPITALITY LLC,50422.88,F,1,NONE
HSFE4017F0075,RICOH USA INC,50407.2,A,1,
70FBR519F00000063,ATT MOBILITY LLC,50123.37,A,1,
70FA2020F00000055,CAVCOM INC,49627.82,A,1,
70FA2020F00000062,IDEATION INC,49530.21,A,1,
70FA3020F00000514,KNIGHT SKY LLC,49200,A,1,
70FBR719F00000030,CELLCO PARTNERSHIP,49192.22,A,1,
70FBR419F00000172,"1 -800-AGENTMATCH.COM, LLC",49175,F,1,NONE
70FBR720P00000006,TETHON CORPORATION,48949.75,F,1,NONE
70FBR618F00000082,"ARROWHEAD REALTY, LLC",48639.4,F,1,NONE
70FBR621F00000029,ATT MOBILITY LLC,48625.2,A,1,
70FA3020F00000444,ECONOMIC SYSTEMS INC,48226.06,A,1,
70FBR719F00000052,JTF BUSINESS SYSTEMS CORPORATION,47855.9,A,1,
HSFEHQ08J0025,"URS GROUP, INC.",47558.96,A,1,NONE
70FBR919P00000151,"USA WASTE OF CALIFORNIA, INC.",47459.58,F,1,NONE
70FA3020F00000312,CELLCO PARTNERSHIP,47328.48,A,1,
70FA2020F00000076,LAURUS SYSTEMS INC,47296,A,1,
HSFE4017F0056,JDG ASSOCIATES LTD,47000,A,1,SBA
70FBR418F00000036,"LEGAL INTERPRETING SERVICES, INC.",46890.78,A,1,
70FBR219F00000007,ATT MOBILITY LLC,46538.57,A,1,
70FA3020F00000517,"GOVPLACE, LLC",46175.8,D,1,SBA
70FA3020F00000317,ATT MOBILITY LLC,46119.19,A,1,
70FBR719F00000033,CELLCO PARTNERSHIP,46059.52,A,1,
70FA3019F00000336,ATT MOBILITY LLC,45926.63,A,1,
70FA4020F00000025,"OFFICE ENVIRONMENTS INTERNATIONAL, INC.",45811.8,A,1,SBA
70FA4019F00000030,"TCS INTERPRETING, INC.",45266.54,A,1,SBA
70FBR219F00000055,ATT MOBILITY LLC,45021.06,A,1,
70FA3019F00000372,GOVERNMENT ACQUISITIONS INC,44822.34,D,1,SBA
HSFE7016J0328,DEWBERRY ENGINEERS INC.,44772.2,A,1,
70FA2019F00000109,PELLERIN MILNOR CORPORATION,44688.64,A,1,SBA
70FB7020P00000017,MCKESSON MEDICAL-SURGICAL INC.,44638.44,F,1,NONE
70FBR219P00000048,W-CITY VIEW PR LLC,44506.09,F,1,SBA
70FBLA19F00000010,"EVENT SOLUTIONS OF LOUISIANA, L.L.C.",44450,F,1,NONE
HSFE8013J0009,AECOM RECOVERY,43842.33,A,1,
70FBR420P00000030,ABS TECHNOLOGY SOLUTIONS INC,43823.54,A,1,NONE
70FBR219P00000041,POPULAR AUTO INC,43627.42,F,1,SBA
70FBR221F00000034,HUGHES NETWORK SYSTEMS LLC,43430.85,A,1,
70FBR221F00000001,HUGHES NETWORK SYSTEMS LLC,43430.85,A,1,
70FBR419F00000244,"1 -800-AGENTMATCH.COM, LLC",43275,F,1,NONE
70FA4020P00000034,"SOUTH MISSISSIPPI BUSINESS MACHINES OF GULFPORT, INC",43260.72,F,1,NONE
70FA5020P00000027,"W. J. HOEY TIRE CO., INC.",42932.35,F,1,SBA
70FBR618F00000110,EMPIRE HOSPITALITY LLC,42672,F,1,NONE
70FBR918F00000082,UNITED PARCEL SERVICE CO.,42500,D,1,
70FA3021F00000055,MANHATTAN TELECOMMUNICATIONS CORPORATION LLC,42388.1,A,1,
70FBR719F00000027,"TCS INTERPRETING, INC.",41792.8,A,1,
70FA5020F00000128,VETERAN TECHNOLOGY PARTNERS II LLC,41746.35,D,1,SBA
70FBR618F00000047,"ARROWHEAD REALTY, LLC",41709,F,1,NONE
70FA2019F00000086,"ACCLARO RESEARCH SOLUTIONS, INC.",41610,A,1,
70FBR220F00000007,SIGNATURE WALL SOLUTIONS INC,41473.59,A,1,
70FA2018F00000044,"NEW TECH SOLUTIONS, INC.",41235,D,1,
70FBR618F00000079,EMPIRE HOSPITALITY LLC,41190,F,1,NONE
HSFETX13F0018,SHARP ELECTRONICS CORP,40966.2,A,1,
70FA2019F00000083,SOLUTION GUIDANCE CORPORATION,40789.26,A,1,
HSFE0717J0003,"STARR II, A JOINT VENTURE",40784.13,A,1,
70FA2020F00000034,FAAC INCORPORATED,40295,A,1,
70FBR919P00000075,MORRICO EQUIPMENT LLC,39970,F,1,NONE
70FA5020F00000066,"ACG SYSTEMS, INC.",39670,A,1,
HSFE0717F0005,DELL MARKETING L.P.,39425.33,A,1,
70FBR419F00000240,"1 -800-AGENTMATCH.COM, LLC",39075,F,1,NONE
70FA5020F00000050,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",38955,A,1,
70FBR520F00000070,REMOTE SATELLITE SYSTEMS INTERNATIONAL INC,38712.05,A,1,SBA
70FBR218F00000185,WESTWIND TEAM LLP,38705.2,D,1,SBP
70FBR419F00000235,WECOST INC,38589.38,F,1,NONE
70FBR620F00000086,CELLCO PARTNERSHIP,38497.26,A,1,
70FA3020F00000406,ATT MOBILITY LLC,38398.08,A,1,
70FBR720F00000002,CELLCO PARTNERSHIP,38060.27,A,1,
HSFE4016F0247,"SCHATZ PUBLISHING GROUP, LLC",38000,A,1,
HSFE4017F0085,"COMMUNICATIONS ENGINEERING, INC",37986,A,1,SBA
70FBR419F00000233,"1 -800-AGENTMATCH.COM, LLC",37975,F,1,NONE
70FA3020F00000269,AKIRA TECHNOLOGIES INC.,37860,D,1,
70FA4019F00000001,"HR ANEW, INC.",37745.82,A,1,
70FBR219F00000062,ATT MOBILITY LLC,37623.79,A,1,
70FA3020F00000270,DELL MARKETING L.P.,37417.37,A,1,
70FBR618F00000115,HHN & ASSOCIATES LLC,37180,F,1,NONE
HSFE4017J0057,"FS PARTNERS, LLP",37077.73,D,1,SBA
70FBR420P00000118,"BAY OAKS VILLAGE MHP II, INC.",36997.17,F,1,NONE
70FBR618F00000121,"ARROWHEAD REALTY, LLC",36843.26,F,1,NONE
70FBR919P00000111,"HONG YE RENTAL & CONSTRUCTION, LTD.",36590.7,D,1,NONE
70FBR220F00000182,ATT MOBILITY LLC,36446.89,A,1,
70FBR219F00000001,UNITED PARCEL SERVICE CO.,36373.46,D,1,
70FA4020F00000017,"HR ANEW, INC.",36343.98,A,1,
70FBR020F00000002,UNITED PARCEL SERVICE CO.,36033.16,D,1,
70FBR920P00000028,SAIPAN PORTOPIA HOTEL CORPORATION,36000,F,1,NONE
70FA5020P00000079,"LONE STAR TRAILER SERVICES, INC",35640.63,F,1,NONE
70FA4018F00000051,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",35510.64,A,1,
70FBR220P00000005,SPENCELEY OFFICE EQUIPMENT INC,34890,F,1,SBP
70FBR618P00000041,GRAYBAR ELECTRIC CO INC,34851,F,1,NONE
70FA4019F00000163,RICOH USA INC,34791.6,A,1,
70FBR221F00000035,HUGHES NETWORK SYSTEMS LLC,34744.68,A,1,
70FBR220F00000079,HUGHES NETWORK SYSTEMS LLC,34744.68,A,1,
HSFE8017J0253,AECOM RECOVERY,33529,A,1,
70FBR921F00000003,UNITED PARCEL SERVICE CO.,33454.49,D,1,
70FA5020P00000052,"SECOUR ENTERPRISES, LLC",33277.44,F,1,SBA
70FA3021F00000048,GOVERNMENT ACQUISITIONS INC,33093.15,D,1,
70FA2020P00000030,ANP TECHNOLOGIES INC.,33050,F,1,NONE
70FBTX18P00000001,STEWART & STEVENSON POWER PRODUCTS LLC,33021.9,F,1,NONE
70FA4018F00000127,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",32679.94,A,1,
70FBR420F00000036,ATT MOBILITY LLC,32170.48,A,1,
70FA4019F00000106,RICOH USA INC,31675.2,A,1,
70FA3020F00000639,GOVERNMENT ACQUISITIONS INC,31500.82,D,1,SBA
70FA2020F00000038,AKIRA TECHNOLOGIES INC.,31392.64,D,1,8A
70FA4020F00000033,UNITED PARCEL SERVICE CO.,31241.85,D,1,
HSFE7017F0082,"ACCLAIM TECHNICAL SERVICES, LLC",31233.38,A,1,
70FA3020F00000396,"GOVPLACE, LLC",30825.55,D,1,
70FA2020F00000029,"SONOSIM, INC.",30816.4,A,1,
70FBR618F00000120,EMPIRE HOSPITALITY LLC,30763.74,F,1,NONE
70FBR618F00000073,EMPIRE HOSPITALITY LLC,30572.54,F,1,NONE
70FBR618F00000051,"ARROWHEAD REALTY, LLC",30544.67,F,1,NONE
70FBR519F00000024,ATT MOBILITY LLC,30181.6,A,1,
70FA3020F00000594,"IMPRES TECHNOLOGY SOLUTIONS, INC",30058.21,D,1,SBA
70FA4019F00000121,UNITED PARCEL SERVICE CO.,29909.72,D,1,
70FBR219F00000024,"FCN, INC.",29894.96,D,1,
HSFE9013J0014,"LANGUAGE BANK, INC.",29893.5,D,1,
70FA3020F00000400,RICOH USA INC,29869.8,A,1,
70FA4020P00000031,"FEDWRITERS, INC.",29852.9,F,1,NONE
70FBR618F00000133,"ARROWHEAD REALTY, LLC",29787.37,F,1,NONE
70FA4020F00000018,"MANAGEMENT SOLUTIONS CONSULTING GROUP, INC.",29491.97,A,1,
70FA5020P00000096,NATIVE INSTINCT LLC,29435.94,F,1,SDVOSBC
70FBR419F00000025,CELLCO PARTNERSHIP,29310.11,A,1,
70FBR921P00000021,REPUBLIC SERVICES INC,28633.8,F,1,NONE
70FA3020F00000470,ATT MOBILITY LLC,28624.75,A,1,
70FA4019F00000003,UNITED PARCEL SERVICE CO.,28155.83,D,1,
70FB7020F00000050,THE TRAVIS ASSOCIATION FOR THE BLIND,28137.76,F,1,NONE
70FBR419F00000232,"1 -800-AGENTMATCH.COM, LLC",28075,F,1,NONE
